sku,store_view_code,name,description,short_description
24-WB06,luma_fr_fr,Sac à dos Daytrip Endeavor,"<P> Avec plus de place qu'il n'y paraît, l'Endeavor Daytrip Sac à dos tiendra la valeur d'une journée entière de livres, classeurs et vêtements de sport. Le compartiment principal comprend un manchon d'ordinateur dédié. Deux autres compartiments offrent un espace de stockage supplémentaire. </ P>
<Ul>
<Li> sangles d'épaule réglable en mousse rembourrée. </ Li>
<Li> 900D polyester. </ Li>
<Li> fermetures à glissière surdimensionnées. </ Li>
<Li> boucle Locker. </ Li>
</ Ul>",
24-WB03,luma_fr_fr,Sac à dos Driven,"<P> Les livres scolaires, matériel de campement et des vêtements de yoga se entendent bien dans le tout usage Driven sac à dos. Article fabriqué avec le tissu de polyester dure, elle est équipée de panneaux d'extrémité en caoutchouc et des sangles d'épaule rembourrées, réglables. Le compartiment spacieux principale comporte des poches en mousse moulée que tout hôte dont vous avez besoin. </ P>
<Ul>
<Li> Les grands et les petits principaux compartiments postaux. </ Li>
<Li> Bretelles réglables, rembourrées. </ Li>
<Li> poches de mousse intérieur. </ Li>
<Li> compartiment zip extérieur. </ Li>
<Li> gauche poche bouteille sport. </ Li>
<Li> Équipement de survie vendu séparément. </ Li>
</ Ul>",
24-WB07,luma_fr_fr,Duffle Bag Overnight,"<P> Pour le week-end, sorties longues absences de camping et les voyages d'affaires, la nuit Duffle ne peut pas être battu. Les deux poignées font un jeu d'enfant à transporter, tandis que l'extérieur imperméable durable vous aide à vous inquiétez moins sur le temps. Avec de multiples poches d'organisation à l'intérieur et l'extérieur, il est le parfait compagnon de Voyage. </ P>
<Ul>
<Li> poignées de haut double. </ Li>
<Li> W 15"" x H 15"" x D 9"" . </ Li>
</ Ul>",
24-WB04,luma_fr_fr,Sacoche Push It,"<P> Le nom le dit, mais le Push It Messenger Bag est beaucoup plus que le fourre-tout d'une banlieue occupé. Il est un placard loin de la maison quand vous pédalez de la classe ou de travail à la gym et à l'arrière ou à la maison. Il est la taille parfaite et la forme pour ordinateur portable, vêtements pliés, même des chaussures supplémentaires. </ P>
<Ul>
<Li> Sangle crossbody. </ Li>
<Li> Top poignée. </ Li>
<Li> poche intérieure à fermeture éclair. </ Li>
<Li> fermetures clip sécurisé. </ Li>
<Li> construction de textile durable. </ Li>
</ Ul>",
24-UG06,luma_fr_fr,Bouteille d'eau AFFIRM,"<P> Vous resterez hydraté facilement avec la bouteille d'eau Affirmez vos côtés ou à la main. Les mesures sur l'aide extérieure vous garder une trace de combien vous buvez, tandis que le couvercle vissé en Prévient les déversements. Un clip mousqueton en métal permet de l'attacher à l'extérieur d'un sac à dos ou un sac pour un accès facile. </ P>
<Ul>
<Li> En plastique. </ Li>
<Li> côtés rainurés pour une prise en main facile. </ Li>
</ Ul>",
24-UG07,luma_fr_fr,Boule Cardio à poignée double,"<P> Profitez de la fenêtre de votre séance d'entraînement limitée avec notre double poignée Cardio Ball. La balle de 15 lb maximise l'effort d'impact à vos abdominaux, bras et les muscles du bas du corps. Il dispose d'une poignée de chaque côté pour une entreprise, prise en main sûre. </ P>
<Ul>
<Li> coque en plastique durable avec remplissage de sable.
<Li> Deux poignées.
<Li> 15 lbs.
</ Ul>",
24-UG04,luma_fr_fr,Corde à  sauter Zing,"<P> L'un des plus simples appareils d'exercice et le plus portable au monde, une corde à sauter permet des variations sans fin et la sortie de fitness. La corde Zing Jump va partout et peut être utilisé à tout moment. Il est réglable en longueur et a contourné les poignées en mousse pour une bonne adhérence. </ P>
<Ul>
<li> poignées en mousse. contournés
<Li> Longueur réglable.
</ Ul>",
24-UG02,luma_fr_fr,Extenseur Pursuit Lumaflex&trade;,"<P> Enregistrer vos genoux et les articulations tout en renforçant les bras, les jambes et le noyau avec la poursuite Lumaflex et le &trade; Tone Band. Cet outil de formation ultra-durable vous permet de terminer une séance d'entraînement complet du corps libre de machines encombrantes ou des poids libres. </ P>
<Ul>
<Li> Accueil et / ou l'utilisation du gymnase. </ Li>
<Li> poignées ergonomiques. </ Li>
</ Ul>",
24-UG05,luma_fr_fr,Poignées pour pompes Go-Get'r,"<P> Le Go-Get'r Pushup Poignées fournir en toute sécurité la gamme supplémentaire de mouvement dont vous avez besoin pour une routine de plongeon profonde ciblant le cœur, l'épaule, la force poitrine et au bras. Faites moins tractions en utilisant plus d'énergie, obtenir de meilleurs résultats plus rapidement que le rendement technique standard au niveau du sol. </ P>
<Ul>
<Li> poignées en mousse durable. </ Li>
<Li> Base de soutien. </ Li>
</ Ul>",
24-UG01,luma_fr_fr,Extenseur Quest Lumaflex&trade;,"<P> De extensions jambe et squats debout à une gamme complète de routines de sol, la Force quête Band apporte votre propre salle de gym personnelle avec vous partout où vous allez. Conçu pour ajouter une résistance supplémentaire à une séance de formation, ce groupe de force vous aide à tonifier et définir vos muscles. Vous allez adorer le confort de ses poignées de mordants et de design réglable. </ P>
<Ul>
<Li> Permet de régler de 30"" à 55"" .
<li> poignées antidérapantes de confort.
<Li> construction en caoutchouc extensible.
</ Ul>",
24-WG084,luma_fr_fr,Brique yoga en mousse Sprite,"<P> Notre plus vendu prop de yoga, 4 pouces, de haute qualité Yoga Sprite mousse Brick est populaire parmi les novices de yoga et des professionnels de studio. Un accessoire de yoga essentiel, la brique de yoga est un outil essentiel pour trouver un équilibre et un alignement dans plusieurs poses de yoga commun. Choisissez parmi 5 options de couleur. </ P>
<Ul>
<Li> Standard Grande Taille: 4"" x 6"" x 9"" .
<Li> Bords biseautés pour une prise de contour idéal.
<Li> Durable et doux, mousse anti-rayures.
<Li> Emballés individuellement.
<li> Dix choix de couleurs.
</ Ul>",
24-WG088,luma_fr_fr,Rouleau yoga en mousse Sprite,"<P> Il fait si bon d'utiliser le rouleau en mousse Sprite sur Achy, les muscles fatigués pour la thérapie de massage myofascial. Ou vous pouvez ajouter cette pièce fondamentale à votre accouterment Pilates et le yoga, ou appliquer la stabilité de base, le renforcement et l'exercice de l'équilibre. </ P>
<Ul>
<Li> 6 '' de large par 12 '' de long. </ Li>
<Li> Sans danger pour la libération myofasciale. </ Li>
<Li> Options de mousse EPP ou PE. </ Li>
<Li> solide, dense, de la mousse à cellules fermées. </ Li>
</ Ul>",
24-UG03,luma_fr_fr,Extenseur Harmony Lumaflex&trade;,"<P> Oubliez les machines de fantaisie et adhésions coûteuses - l'harmonie Lumaflex et le &trade; Stength Band Kit est tout ce que vous avez besoin pour une séance d'entraînement incroyable. Le kit a tout ce dont vous avez besoin pour une gamme de renforcer et d'exercices de tonification. </ P>
<Ul>
<Li> Trois bandes flexibles. </ Li>
<Li> Texture, poignées ergonomiques. </ Li>
<Li> longueurs réglables. </ Li>
<Li> sac de transport Mesh inclus. </ Li>
</ Ul>",
24-MG04,luma_fr_fr,Montre Analogique Aim,"<P> années-lumière à rester en tête de la compétition avec notre objectif Montre analogique. Le flexible, sangle caoutchouté est profilée pour épouser la forme de votre poignet pour un ajustement confortable toute la journée. Le visage comporte trois mains illuminées, une lecture numérique de l'heure actuelle, et les fonctions du chronomètre. </ P>
<Ul>
<Li> mouvement quartz japonais. </ Li>
<Li> Bracelet correspond à 7"" à 8,0"" . </ Li>
</ Ul>",
24-MG01,luma_fr_fr,Montre Endurance,"<P> Il est facile de suivre et de surveiller vos progrès d'entraînement avec l'Endurance Watch. Vous verrez les informations standard comme le temps, la date et le jour de la semaine, mais il fonctionne aussi pour les graves athete kilométrage élevé. Compteur de tour, le chronomètre, la distance, la fréquence cardiaque, vitesse / cadence, la cadence et l'altitude </ p>
<Ul>
<Li> Affichage numérique. </ Li>
<Li> rétro-éclairage LED. </ Li>
<Li> Bracelet correspond à 7"" à 10"" . </ Li>
<Li> Garantie limitée de 1 an. </ Li>
<Li> Livré avec étui en métal poli. </ Li>
</ Ul>",
24-MG03,luma_fr_fr,Montre Summit,"<P> Trek haut et bas du sommet attractif Watch, qui dispose d'un écran LED numérique avec le temps et la date, chronomètre, compteur de tours et 3 secondes rétro-éclairage. Il peut également calculer le nombre de mesures prises et les calories brûlées. </ P>
<Ul>
<Li> boîtier en métal brossé. </ Li>
<Li> Résistant à l'eau (100 mètres). </ Li>
<Li> Boucle Ardillon. </ Li>
<Li> Bracelet correspond à 7"" - 10"" . </ Li>
<Li> Garantie limitée de 1 an. </ Li>
</ Ul>",
24-MG05,luma_fr_fr,Montre analogique à double cadran Cruise,"<P> Que vous voyagiez ou souhaitez vous étiez, vous ne serez jamais laisser les fuseaux horaires que vous embarrassent à nouveau avec la Croisière Dual Analog Watch. La bande épaisse, réglable promet un ajustement confortable et personnalisé, à cette classe, pièce de temps moderne. </ P>
<Ul>
<Li> Deux cadrans. </ Li>
<Li> Boîtier en acier inoxydable. </ Li>
<Li> bracelet en cuir réglable. </ Li>
</ Ul>",
24-MG02,luma_fr_fr,Montre digitale Dash,"<P> Le tableau de bord numérique Watch vous mettre au défi de pousser plus fort et plus longtemps. Journal des séances d'entraînement par jour, moyenne et temps de segment, et la recharge en réglant des alarmes d'hydratation et de la nutrition. Cette montre est de style avec un élégant visage carré et bracelet en caoutchouc durable pour une longue durée de vie. </ P>
<Ul>
<Li> Affichage numérique. </ Li>
<Li> rétro-éclairage LED. </ Li>
<Li> Bracelet en caoutchouc avec fermoir boucle. </ Li>
<Li> Garantie limitée de 1 an. </ Li>",
24-WG09,luma_fr_fr,Montra analogique Luma,"<P> Conçu pour résister à votre style de vie actif, ce Luma féminin Montre analogique dispose d'une finition chrome brossé bon goût et un acier inoxydable, la construction résistant à l'eau pour plus de durabilité. </ P>
<Ul>
<Li> Précision Miyota &reg; mouvement à trois aiguilles. </ li>
</ Ul>",
24-WG01,luma_fr_fr,Montre sport Bolo,"<P> Le Bolo Sport Watch est élégant, sportif et de taille juste pour l'adapter à votre poignet plus petit. Facile à lire et à mettre en place, il dispose d'un grand visage numérique et alarme activée bouton et chronomètre. Les promesses de la bande de résine au toucher doux de confort sans pincement, tandis que la conception résistant à l'eau vous permet de prendre votre séance d'entraînement à la piscine de tour. </ P>
<Ul>
<Li> Affiche l'heure, le jour et la date. </ Li>
<Li> Conception à deux tons. </ Li>
<Li> 12/24 formats d'heure. </ Li>
<Li> boucle sans nickel sur la bande. </ Li>
<Li> Batterie inclus. </ Li>
</ Ul>",
24-WG03,luma_fr_fr,Montre Clamber,"<P> Gardez une trace de temps sur le tapis roulant ou d'un sentier avec notre Clamber Watch. Le flexible, sangle caoutchouté est profilée pour se conformer à votre poignet pour un ajustement confortable toute la journée. Le visage dispose d'une lecture numérique éclairé des fonctions de l'heure et du chronomètre. </ P>
<Ul>
<Li> mouvement quartz japonais. </ Li>
<Li> Bracelet correspond 5"" à 6,0"" . </ Li>
</ Ul>",
24-WG02,luma_fr_fr,Montre sport Didi,"<P> Le Didi Sport Watch vous aide à garder votre plan d'entraînement à la seconde. La verticale, le visage numérique semble élégant et futuriste. Cette montre est programmée avec des tonnes de fonctionnalités utiles comme l'horloge, un réveil, un pédomètre, et plus pour rendre votre excercise plus productif. </ P>
<Ul>
<Li> Affichage numérique. </ Li>
<Li> rétro-éclairage LED. </ Li>
<Li> Bracelet en caoutchouc avec fermoir boucle. </ Li>
<Li> Garantie limitée de 1 an. </ Li>
</ Ul>",
240-LV04,luma_fr_fr,Yoga pour débutants,"<P> Yoga débutant, vous commence sur le chemin vers la force, l'équilibre et la concentration mentale. Avec ce téléchargement vidéo, vous ne devez pas être un grand athlète ou gourou salle de gym pour apprendre les meilleures et les plus techniques de base pour la fondation de yoga vie. </ P>
<Ul>
<Li> Télécharger la vidéo </ li>
<Li> Cinq séances d'entraînement. </ Li>
<Li> équilibre, la force et l'endurance. </ Li>
<Li> La flexibilité et la résistance de base. </ Li>
<Li> Y compris la modification pour les novices. </ Li>
</ Ul>","<P>
La plupart des poses de yoga difficiles à maîtriser sont celles apprises à tort comme un débutant. Yoga Luma Débutant est un moyen fantastique pour entrer dans votre séance de yoga initiale et commencer le voyage à une plus longue, plus maigre, le corps plus sain. Trouver votre chemin avec confiance dans le yoga avec ce programme efficace et doux. Vous apprendrez l'alignement et comment éviter les erreurs courantes.
</ P>"
240-LV05,luma_fr_fr,LifeLong Fitness IV,"<P> Luma LifeLong Fitness Series est un monde reconnu, programme d'exercice de preuve conçu spécifiquement pour les personnes axées sur rester actif toute leur vie. Si elles sont suivies régulièrement, les participants verront une amélioration de la fréquence cardiaque et la pression artérielle, une mobilité accrue, une réduction des douleurs articulaires et à l'amélioration globale de la condition physique fonctionnelle et de la santé. </>
<Ul>
<Li> 10 minutes d'échauffement. </ Li>
<Li> 30 minutes d'aérobic doux. </ Li>
<Li> 20 minutes de force, extensible et d'équilibre. </ Li>
<Li> modifications importantes pour faire varier les niveaux de forme physique. </ Li>
</ Ul>","<P>
Les instructeurs et les routines en vedette dans LifeLong Fitness IV offrent des options de sécurité pour servir tous les types de conditions et capacités physiques. L'amplitude du mouvement, la conscience du corps et les pratiques de respiration sont des outils essentiels de l'auto-soins yogique, essentiels pour le maintien de la vigilance, la santé et la dignité pendant toute une vie. La série Fitness LifeLong reconnaît que l'âge, la sécurité et la durabilité de notre exercice deviennent aussi importants que pousser nos limites.
</ P>"
240-LV06,luma_fr_fr,Aventure Yoga,"<P> Luma présente une classe de yoga vinyasa électrique innovant pour les praticiens intermédiaires et avancés. La vidéo vous permet de vous rythme, mais un travail plus intense donne plus de repos. Cette classe est idéal pour les étudiants plus avancés qui cherchent à apprendre un bon alignement dans leur pratique du yoga. </ P>
<Ul>
<Li> inclut une répartition des 12 postures différentes. </ Li>
<Li> Chataranga Dandasana et twist prière. </ Li>
<Li> posture difficiles (côté oiseau). </ Li>
<Li> 55 minutes de mouvement. </ Li>
</ Ul>","<P>
Les pratiques sur cette vidéo de formation téléchargeables sont recommandés uniquement pour l'expérience aux étudiants avancés. Ceux qui ont les compétences fondamentales nécessaires ne voudront pas manquer la perspicacité et les conseils du formateur de renommée mondiale Erin Renny dans ces séances de yoga guidées Luma exclusives. Corps complet, des séances d'entraînement équilibre du bras et la force des jambes engagent, renforcer et d'accroître la mobilité.
</ P>"
240-LV07,luma_fr_fr,Circuit d'alimentation Solo,"<P> L'entraînement en circuit permet Bannir l'ennui des séances d'entraînement traditionnels. Le télécharger Power Solo Circuit vous permet de découvrir la formation de circuit d'efficacité maximale de Luma dans le temps de formation dont vous disposez. Apprenez les secrets pour perdre du poids, la graisse corporelle diminuer, Sculpt abs incroyable, et le ton de remodeler votre corps tout entier. Vous vous sentirez la différence après seulement un circuit. </ P>
<Ul>
<Li> abs Cibles, les bras et les jambes. </ Li>
<Li> 6 circuits d'entraînement par intervalles amusants. </ Li>
<Li> Facile à suivre. </ Li>
<Li> Aucun équipement spécial nécessaire. </ Li>
<Li> 43 minutes. </ Li>
</ Ul>","<P>
De nombreuses tendances contemporaines d'exercice sacrifier la forme et la précision en faveur des représentants et des objectifs « PR ». Puissance Solo Circuit Luma enseigne des techniques pour vous garder en sécurité. Mais ne pensez pas que vous descendrez facilement: quand il vient à la construction des muscles et brûler les graisses, ces routines ne vous décevra pas. Une fusion de formation de circuit, le yoga, le Pilates et le fonctionnement, puissance Solo Circuit fait ressortir votre meilleur des plus collants.
</ P>"
240-LV08,luma_fr_fr,Pilates et yoga avancés (Force),"<P> Avancé Pilates et yoga vous aidera à augmenter votre flexibilité et des groupes musculaires de base ton à travers une séance d'entraînement vivifiant pour votre corps. La séance d'entraînement Pilates est une séance de conditionnement force complète qui augmente la flexibilité, l'endurance et la posture. La séance d'entraînement de yoga intègre l'héritage et de nouvelles poses dans une routine continue qui vous laissera sentir épuisé et rempli à la fois. </ P>
<Ul>
<Li> Fusion Pilates-Yoga. </ Li>
<Li> Respirer warm-up et temps de recharge. </ Li>
<Li> Séance d'une heure. </ Li>
<Li> Vidéo haute définition. </ Li>
<Ul>","<P>
Aucun équipement nécessaire. Avancée Pilates et yoga (Force) est un programme pour une définition musculaire qui emploie des mouvements équilibre, cardio et de flexibilité avec des exercices à base de pliométrie et de poids corporel pour un tout autour, difficile physiquement entraînement. Les éléments de Pilates de cette compilation apportent douceur principes de résistance dans les routines, mettant l'accent sur la sécurité, la technique et l'amplitude de mouvement.
</ P>"
240-LV09,luma_fr_fr,Luma Yoga For Life,"<Ul> <li> Augmenter la force + flexibilité + métabolisme </ li> <li> brûler des calories + se sentir bien </ li> <li> Gain énergie + juvénilité + bien-être mental </ li> </ ul> <h3 style = ""margin-top: 30px;""> Description Télécharger </ h3> <p> <strong style = ""display: block; margin: 20px 0 5px;""> Tonifier esprit et le corps </ strong> Pro instructeur de yoga et maître praticien Marie Peale aide à tonifier et sculpter votre corps avec sa vivifiante approche tout en douceur. </ p> <p> Vous apprendrez à utiliser le yoga pour se détendre, le stress de contrôle et d'augmenter votre capacité de brûler les calories, tout en explorant des poses de yoga traditionnelles et nouvelles qui allongent et renforcer votre structure musculaire complète. </ P> <ul> <li> Easy téléchargement </ li> <li> Options audio: Musique et instruction ou instruction uniquement </ li> <li> Techniques de taux cardiaque expliqué </ li> <li> Les techniques de respiration a expliqué < / li> <li> Déplacer à travers des exercices à votre propre rythme </ li> </ ul> <p> Deux 25 minutes épisodes d'entraînement et un 40 minutes épisode d'entraînement avec échauffement et de refroidissement: </ p> < p> <strong style = ""display: block; margin: 20px 0 5px;""> épisode 1 </ strong> Creative, séance de plaisir orientée vers l'ouverture de vos poumons. Moissonneuses-batteuses d'étirement et de respiration en mettant l'accent sur les hanches et les épaules. </ P> <p> <strong style = ""display: block; margin: 20px 0 5px;""> Episode 2 </ strong> Montée en puissance du rythme et de l'énergie avec des flux de brûler les calories. Une séance d'entraînement stimulant l'introduction de la puissance du corps sculptant du yoga </ p> <p> <strong style = ""display: block; margin: 20px 0 5px;"">. Episode 3 </ strong> Poussez votre portée de remise en forme et l'endurance avec un série d'exercices intenses et permanents sol et pose. . Mettre fin à cette session extra-longueur avec une baisse de frais de méditation </ p> <h3 style = ""margin-top: 30px;""> moniteur bio </ h3> <p> <strong style = ""display: block; margin: 20px 0 5px; ""> a propos de Marie </ strong> Marie est un artiste martial formé et danseur avec un BS en génie biologique et plus de 10 ans en tant que professeur de yoga certifié. Marie a étudié le yoga en Angleterre, en Inde et, en 2009, à l'Ashram Ashraqat Yoga Farm aux Etats-Unis. Elle enseigne à temps plein depuis. Elle se concentre sur les moissonneuses-batteuses de force et de bien-être une connaissance approfondie de la biologie humaine et la motivation guidée par l'amour inconditionnel pour son public. </ P>","<P>
fondateur Luma Erin Renny sur le yoga et la longévité. « Je ne vous promets que vous allez vivre plus longtemps avec le yoga Personne ne peut promettre Mais votre vie sera plus saine, moins stressant et physiquement plus à l'écoute lorsque vous vous concentrez sur la connexion. l'esprit et le corps ou sur une base régulière. le yoga est ma façon préférée d'exprimer ce sujet. Je veux partager les secrets du yoga à vie avec tous ceux qui souhaitent respirer et apprendre avec moi « .
</ P>"
24-WG085_Group,luma_fr_fr,Ensemble de sangles  Yoga Sprite,"<P> Grand jeu de yoga Sprite sangles pour chaque tronçon et tenez-vous besoin. Il y a trois sangles dans ce jeu. 6' , 8' et 10' </ p>
<Ul>
<Li> 100% coton doux et durable.
<Li> boucle de jeu d'enfant en plastique est facile à utiliser.
<Li> Choix de trois couleurs naturels à base de phtalates et colorants libres de métaux lourds.
</ Ul>",
24-WG080,luma_fr_fr,Kit complet Yoga Sprite,"<P> Une séance d'entraînement de yoga bien arrondi prend plus d'un tapis. Le Yoga Sprite Companion Kit aide stock votre studio avec les bases dont vous avez besoin pour une séance d'entraînement gamme complète. Le kit est composé de quatre Luma best-seller accessoires Sprite dans un paquet facile: boule de stase, bloc de mousse, sangle de yoga et rouleau en mousse. Choisissez tailles et couleurs et laisser le reste pour nous. Le kit comprend: </ p>
<Ul>
<Li> Sprite Statis balle
<Li> Sprite mousse Yoga brique
<Li> Yoga Sprite Bracelet
<Li> Sprite en mousse Rouleau
</ Ul>",
243-MB04,luma_fr_fr,Carte-cadeau physique Luma,"Une carte-cadeau Luma est spécialement enveloppé dans un logiciel de messagerie d'art personnalisé et envoyé sans frais à votre quelqu'un de spécial. Il peut être racheté en magasin, par téléphone, ou sur toute la famille Luma de sites Web. Il ne sera jamais fin. Offrez le cadeau du pouvoir d'achat!",
243-MB09,luma_fr_fr,Carte-cadeau virtuelle Luma,Une carte-cadeau virtuel Luma est envoyé par courriel avec un message facultatif se rapportant à votre quelqu'un de spécial. Il peut être racheté sur toute la famille Luma de sites Web et ne sera jamais fin. Offrez le cadeau du pouvoir d'achat!,
MH01,luma_fr_fr,Sweat à capuche Chaz,"<P> Idéal pour l'entraînement par temps froid ou à l'extérieur travail, la capuche Chaz promet une chaleur supérieure avec tous les vêtements. blocs matériau épais sur le vent poignets et bande étanche de fond dans la chaleur du corps. </ p>
<P> &bull; Deux tons sweat à capuche gris chiné <br /> &bull. Capuche réglable avec cordon de serrage. <br /> &bull; Lavage en machine / sec. </ p>",
MH02,luma_fr_fr,Teton Pull Sweat à capuche,"<P> Teton Sweat à capuche vous donne plus de style décontracté. Il est équipé d'un tissu évacuant l'humidité pour garder à l'intérieur léger et sec, en particulier dans les séances d'entraînement par temps de froid. Un ourlet élastiqué vous permet de déplacer librement. </ P>
<P> &bull; pull-over noir sweat à capuche <br /> &bull. Intérieur doux, brossé. <br /> &bull; Poches avant. <br /> &bull; Lavage en machine / sec. </ p>",
MH03,luma_fr_fr,Sweat à capuche Bruno,"<P> Séjour confortable et rester dans la course, peu importe quel temps jusqu'à. Le COMPETE Bruno boucliers extérieurs hydrofuges de Sweat à Capuche vous des éléments, tandis que la technologie de pointe à l'intérieur tissu qui évacue la transpiration pour vous garder au sec. </ P>
<P> &bull; Pull zip complet sweat à capuche noir. <br /> &bull; Capuche avec cordon de serrage réglable. <br /> &bull; poignets / taille côtelée. <br /> &bull; poche kangourou. <br /> &bull; Lavage en machine / sec. </ p>",
